user,firend
user 1,friend 1
1,313
1,271
1,257
1,96
9,303
9,298
9,274
9,221
9,59
10,199
13,222
13,170
13,25
21,213
21,135
21,79
21,45
22,82
24,204
25,150
26,344
26,329
26,314
26,274
26,94
29,119
31,284
31,105
39,285
41,289
45,239
45,161
48,60
54,194
54,185
55,308
55,304
55,212
55,128
55,79
56,346
56,146
57,254
58,1171
58,136
59,291
59,113
59,88
62,331
62,315
62,188
62,123
62,85
63,291
64,342
65,272
66,332
66,212
69,239
69,185
69,72
72,161
72,83
75,250
75,134
76,272
82,329
82,212
87,304
87,168
88,334
96,141
103,297
103,118
104,285
104,224
104,170
105,325
105,290
105,261
105,188
106,277
106,142
107,2883
107,2127
107,663
107,544
107,536
107,535
107,457
107,402
108,252
108,203
109,345
113,323
115,310
117,172
117,164
118,308
118,221
119,298
119,231
121,271
122,290
123,235
126,302
127,280
127,203
128,185
130,311
130,252
130,141
133,246
133,148
134,270
136,2588
136,2518
136,2440
136,2413
136,2368
136,2342
136,2338
136,2235
136,2016
136,1965
136,1940
136,313
137,333
141,322
142,231
147,154
148,324
152,168
156,280
156,199
156,185
158,334
159,342
161,248
161,235
163,325
163,315
171,1642
171,641
171,329
172,345
176,237
178,285
186,336
186,334
186,276
188,302
188,276
200,207
203,346
203,269
208,294
208,269
213,302
213,257
213,235
221,345
224,341
224,308
224,251
231,342
231,297
232,339
236,346
236,265
237,246
239,345
248,329
248,276
250,339
257,341
258,261
261,322
268,314
270,342
277,338
280,334
280,313
294,334
297,304
323,325
348,1766
348,1549
348,1357
348,1348
348,580
349,458
350,485
350,398
350,354
352,1122
352,604
352,528
352,521
353,1794
353,1609
353,1478
353,1473
353,1102
353,1074
354,533
354,504
354,422
355,438
355,414
357,440
359,511
359,444
360,569
360,503
361,527
361,503
361,487
361,436
361,428
361,421
362,437
363,1508
363,1408
363,1393
363,1250
363,1215
363,1210
363,913
363,646
363,496
363,415
365,445
365,400
366,1716
366,1602
366,1536
366,1332
