user,firend
user 1,friend 1
3,119
3,79
5,161
7,342
9,308
9,265
9,239
9,236
9,136
9,118
10,40
14,220
14,111
14,44
16,342
16,123
16,62
20,144
21,257
21,75
25,339
25,30
26,317
26,156
26,146
26,48
29,88
30,161
30,142
31,65
34,436
38,272
39,224
48,324
48,109
50,271
50,128
50,67
51,338
51,113
53,271
53,158
55,234
55,124
56,168
59,223
60,252
60,122
62,274
62,172
63,231
66,158
66,69
67,302
67,246
67,229
67,85
67,84
69,345
69,123
72,336
72,265
72,121
75,315
75,268
77,307
79,277
79,189
79,133
79,118
80,317
80,127
82,324
82,285
82,186
82,106
83,155
84,322
85,158
87,207
87,130
88,121
94,283
94,105
94,103
96,223
96,122
98,338
104,119
105,346
105,200
105,199
105,165
105,141
107,2693
107,2241
107,570
107,465
107,419
108,285
108,109
109,196
109,141
109,129
109,113
113,345
113,323
115,337
115,205
118,332
118,248
120,311
121,314
121,261
122,331
122,134
125,318
127,252
130,142
132,329
132,133
133,136
134,276
136,2604
136,2599
136,2531
136,2379
136,2347
136,2059
136,2052
136,2019
136,1999
136,1465
141,334
141,261
146,331
148,169
158,347
158,342
158,311
158,246
158,207
159,252
161,280
161,232
161,231
161,165
163,189
169,324
170,208
171,324
171,252
172,285
172,270
176,318
184,291
185,232
186,283
186,265
188,189
199,237
200,317
202,204
204,235
208,223
211,311
221,304
221,265
222,285
223,232
224,325
224,298
224,239
231,324
232,272
238,338
239,336
239,315
243,326
246,250
252,290
260,271
268,342
271,320
271,308
281,303
291,313
297,334
299,315
304,339
315,342
317,334
322,331
324,341
325,336
348,1673
348,1490
348,1397
348,1066
352,544
352,366
353,1528
353,1357
353,1049
353,539
353,533
353,494
353,439
354,548
354,530
355,1374
357,432
357,381
359,466
359,407
360,591
360,465
361,535
361,446
362,506
362,465
362,456
362,374
363,1882
363,1294
363,1025
363,907
363,427
363,415
365,439
365,417
365,394
366,1526
366,1487
366,1228
366,528
366,387
367,450
367,425
368,484
368,370
370,1300
371,543
371,404
371,373
372,452
373,1767
373,503
373,455
374,474
374,426
376,1113
376,1025
376,905
378,1595
378,645
378,439
378,398
382,483
387,430
388,1313
388,398
389,1828
389,1748
389,1304
389,1159
389,444
390,563
390,461
391,1853
391,1740
391,1429
391,676
391,601
391,521
391,507
391,444
391,407
392,490
392,484
392,421
392,417
394,506
395,1536
395,682
395,609
395,596
395,475
396,497
396,435
397,415
400,905
400,474
400,455
402,496
405,544
406,436
407,551
407,435
408,1313
409,1012
409,513
412,1313
412,1113
412,439
413,507
414,1606
414,1582
414,1080
414,512
414,479
415,557
415,503
416,479
417,512
417,430
418,529
418,522
419,506
420,558
420,545
422,562
422,492
422,458
422,426
423,1318
423,641
423,620
423,520
425,561
425,549
426,466
427,480
428,1853
428,1830
428,1688
428,1529
428,1397
428,1349
428,569
428,527
428,478
429,555
430,1878
430,512
431,1210
432,466
432,457
434,1427
434,1374
434,553
434,507
434,493
435,541
436,531
436,471
436,458
436,452
438,504
438,479
439,683
439,484
439,482
440,559
442,568
442,565
442,538
442,527
442,514
442,452
444,591
444,563
444,561
444,496
445,580
445,561
445,539
445,513
446,527
446,520
449,531
450,542
450,482
450,470
451,565
452,614
452,562
452,558
452,527
452,524
452,502
455,524
455,489
455,456
456,1912
456,1543
456,1374
456,601
457,465
458,563
460,1790
460,534
461,1320
461,587
463,651
463,482
465,1740
465,565
465,563
469,506
471,531
471,480
473,1313
474,490
475,1727
475,1080
475,1037
475,666
475,511
477,505
478,490
479,523
479,514
481,559
481,492
482,1692
482,542
483,1665
483,1652
483,1573
483,1136
483,1103
483,905
483,521
483,489
484,1371
484,1323
484,1318
484,912
484,531
484,516
484,504
485,523
487,1358
487,548
487,512
490,559
490,526
492,1277
492,551
493,1744
493,543
494,527
495,604
496,1142
496,524
497,1694
497,508
500,634
503,669
505,567
506,671
506,656
506,644
507,1179
507,620
507,518
510,669
510,561
511,563
511,544
512,542
513,1673
515,1446
515,1427
515,1155
515,1128
515,1080
515,543
517,1766
517,1113
517,1064
518,527
519,570
520,630
520,556
520,535
524,1790
524,609
524,546
525,1767
525,1408
526,1807
526,1801
526,1737
526,1570
526,1539
526,1535
526,1464
526,1431
526,1374
526,1332
526,1291
526,1205
526,542
526,537
527,1882
527,1349
527,1237
535,553
536,567
537,1740
537,1300
537,614
537,593
538,1526
538,1464
538,1371
538,1332
540,606
542,1645
542,1374
542,1122
544,1397
544,673
546,604
548,1427
556,651
556,561
559,905
559,645
559,565
560,1694
561,1545
561,656
563,1037
563,947
563,936
563,676
566,1770
566,1763
566,1686
566,1660
566,1606
566,1004
566,952
566,634
567,1543
567,574
575,648
575,584
580,1526
580,646
584,1720
584,611
591,1155
592,604
593,676
596,1871
596,1823
596,1481
596,1298
596,1246
596,1018
598,633
598,623
601,1673
601,1261
605,657
605,618
606,1807
606,1768
606,1754
606,1648
606,1570
606,1373
606,1273
606,1014
606,903
611,633
614,1148
614,641
620,664
620,657
625,626
629,1694
629,1584
634,637
637,1655
637,1583
637,1478
637,1242
637,1217
637,1180
637,1052
641,1833
641,1677
641,1610
641,1545
641,1480
641,1396
641,1392
641,948
641,645
644,683
651,1800
651,1791
651,1740
651,1660
651,1504
651,986
657,672
669,1673
669,917
669,680
688,843
688,781
690,697
691,786
693,827
693,814
694,783
694,698
695,856
695,793
695,705
696,803
696,733
696,698
697,756
698,3948
700,830
701,795
703,722
706,772
708,834
710,818
713,770
713,729
715,766
715,761
715,747
718,845
718,773
718,752
719,826
719,818
719,754
722,840
722,724
723,810
723,799
726,818
727,792
727,783
727,781
727,777
728,794
728,752
731,880
733,742
738,836
738,748
742,834
747,781
748,827
748,777
748,769
751,821
752,755
754,856
754,807
756,772
756,760
758,819
760,849
760,812
760,795
761,835
762,817
762,777
762,764
763,880
769,778
773,819
774,847
774,832
776,819
779,820
779,815
781,854
782,827
782,806
786,824
792,820
793,829
793,827
794,824
809,840
809,834
814,843
815,842
823,849
823,842
827,890
830,851
840,844
846,851
862,3880
862,3842
862,3575
862,3573
862,871
879,895
896,1894
896,1878
896,1582
896,1275
896,1095
896,968
896,917
897,1898
897,1823
897,1604
897,1457
897,1117
898,1275
898,1009
898,941
901,917
902,1682
902,1404
903,1338
905,1897
905,1247
905,962
906,1870
906,1846
906,1765
906,1580
906,1201
906,1149
906,916
907,1683
907,1675
907,1626
907,997
913,1861
913,1633
913,1184
913,974
914,1703
915,1773
915,1715
915,1604
915,1478
915,1095
916,1703
916,1671
916,1556
916,1444
917,1862
917,1773
917,1682
917,1482
917,1044
917,1021
919,1698
919,1320
920,1718
920,1542
921,1646
921,1620
921,1339
921,1250
921,1149
921,1110
922,1789
922,982
922,978
924,1866
924,1699
924,1021
925,1665
925,1542
925,1470
925,1384
925,1318
925,1128
925,1117
925,1056
925,983
926,1584
926,1488
926,1290
926,1156
926,1091
926,1024
927,1741
927,1491
927,1302
927,1123
927,1003
928,1410
929,1098
930,1750
930,1543
930,1311
932,1501
932,1435
932,1390
932,1255
932,1135
932,1092
932,966
932,959
932,947
932,946
933,1645
933,1155
933,1129
934,1867
934,1818
934,1580
934,1556
934,1488
934,1288
934,1130
934,1059
934,1024
936,1448
936,1349
938,1261
938,1158
939,1372
939,1343
940,1500
940,1258
940,1159
941,1495
941,1438
941,1204
