user,firend
user 1,friend 1
1,341
1,148
1,142
5,82
5,40
7,56
9,294
10,212
13,77
13,55
13,22
14,111
19,95
21,290
21,204
21,65
23,229
25,339
25,330
25,187
25,75
25,62
26,341
26,132
26,127
26,121
27,332
27,188
29,103
29,59
31,186
31,136
34,492
34,480
38,323
39,332
39,170
40,331
40,297
40,236
40,136
40,94
40,85
40,55
45,239
45,82
48,325
53,291
53,80
55,344
55,212
55,208
56,235
56,148
57,200
59,223
60,298
62,298
62,277
63,280
63,203
66,303
67,222
69,270
72,297
72,87
75,329
75,238
76,252
79,84
80,246
80,170
84,339
84,332
84,168
87,185
88,315
88,271
88,239
98,322
98,213
101,158
104,170
105,323
105,313
106,338
106,213
107,3355
107,3331
107,554
109,313
109,141
113,146
113,117
117,119
118,272
118,248
119,270
122,238
122,126
125,252
126,303
128,285
128,163
132,345
132,269
132,185
133,308
134,280
134,274
136,2601
136,2555
136,2377
136,2315
136,2266
136,2047
136,239
140,243
141,325
141,169
141,158
142,318
142,270
150,271
152,347
153,322
156,345
156,252
159,346
159,257
168,322
169,344
169,288
169,170
170,331
170,318
170,272
170,238
172,280
172,184
175,325
178,232
182,230
184,257
184,200
186,251
199,323
200,211
203,311
213,341
220,343
221,231
224,302
230,326
231,322
232,341
232,332
232,331
232,313
235,285
251,325
252,269
260,346
260,302
265,280
270,334
272,303
276,323
277,344
285,340
290,345
297,313
317,346
348,1882
348,680
350,428
350,423
350,420
352,651
352,637
353,1768
353,1545
353,1520
353,1357
353,1343
353,1148
353,1052
353,1010
353,474
353,444
353,389
354,506
354,413
355,544
355,482
355,465
355,446
355,419
355,413
356,533
357,1070
357,426
357,381
359,444
359,421
359,410
359,382
360,634
360,559
360,396
361,394
361,391
362,543
362,422
362,402
363,1894
363,1876
363,1871
363,1688
363,1159
363,645
363,604
363,547
363,434
363,410
363,389
365,561
366,1732
366,683
366,445
367,634
368,506
368,439
369,496
370,1574
370,491
370,459
370,390
371,461
372,376
373,1777
373,449
374,557
374,452
374,425
376,1671
376,1338
376,1210
376,541
376,422
376,409
378,1778
378,1487
378,1122
378,507
378,438
379,406
381,517
383,544
385,645
385,500
387,538
387,531
387,493
387,397
388,1645
388,676
389,1664
389,1159
389,1139
389,514
389,428
390,545
391,1878
391,531
391,439
392,1870
392,1545
392,669
392,403
395,654
395,473
395,432
396,449
396,442
396,423
397,545
397,526
397,452
398,434
400,1777
400,533
400,527
400,424
400,423
402,546
403,531
403,507
403,492
403,473
403,422
404,1844
404,641
404,558
404,540
404,524
408,1408
408,558
408,544
409,1878
412,644
412,619
412,589
412,471
412,445
413,515
414,548
415,517
415,497
416,456
417,1025
417,489
417,488
418,519
418,455
419,489
419,455
420,1582
420,1114
420,528
421,645
421,513
421,483
421,460
422,588
422,566
422,524
423,542
423,477
425,1777
426,669
426,561
427,523
428,1730
428,1510
428,1422
428,976
428,548
428,505
430,641
430,518
431,1490
431,609
431,488
431,463
432,606
432,481
434,1549
434,936
436,1179
436,1012
436,548
437,445
438,526
438,463
440,494
442,500
444,510
446,683
446,637
446,502
446,493
446,461
449,555
450,1374
451,570
451,470
456,539
456,507
456,491
456,477
460,1549
460,614
460,513
460,477
460,471
461,1766
461,1645
465,527
471,570
471,510
473,1237
473,606
473,555
474,517
474,510
475,1878
475,1853
475,1526
475,1400
475,994
479,1694
479,1425
481,514
481,487
482,1300
482,1179
482,1155
483,1716
483,1683
483,1529
483,1432
483,1311
483,1278
483,1275
483,1009
483,579
483,565
483,502
484,1799
484,1156
484,1125
484,529
487,544
488,538
488,525
489,522
489,513
490,528
492,653
492,507
493,1300
493,567
493,558
493,524
494,637
496,1740
496,1645
496,556
496,536
496,504
497,669
500,1113
503,1122
503,976
503,683
506,635
506,630
507,567
512,557
512,523
513,1237
514,526
515,1882
515,1155
515,539
517,1075
517,676
517,639
520,1616
520,1320
520,596
521,570
521,569
521,541
523,645
523,542
523,525
524,1397
525,1694
526,1898
526,1810
526,1496
526,1420
526,1391
526,1376
526,1192
526,1107
526,1088
526,1067
526,1014
526,949
526,604
527,1545
527,591
527,558
530,546
535,566
537,563
538,1373
538,639
538,563
539,546
542,1487
542,1446
542,1080
542,948
544,652
545,1320
545,614
547,676
547,645
548,604
553,1777
