user,firend
user 1,friend 1
0,2838
1,132
3,169
5,45
7,161
9,325
9,298
9,13
10,274
10,261
10,186
10,113
13,272
21,257
24,320
25,345
25,211
26,106
26,65
27,332
27,172
29,342
29,265
30,332
31,331
31,161
34,430
34,395
38,231
38,126
39,237
39,104
39,51
40,238
44,310
45,75
48,346
50,165
51,332
51,227
53,297
54,332
54,322
54,163
55,303
55,290
55,272
55,232
55,113
56,229
57,322
57,291
57,251
57,105
59,280
59,222
59,170
62,303
62,281
64,67
65,283
65,105
67,146
67,129
69,119
72,106
75,178
76,257
79,290
80,130
82,303
82,212
82,176
82,105
83,245
83,122
83,109
87,277
87,129
93,289
94,221
98,345
98,168
99,277
101,332
103,236
103,125
104,119
104,108
105,156
105,122
107,2347
107,521
109,342
109,339
109,189
113,196
113,125
115,293
117,322
118,270
118,141
119,238
120,161
122,308
122,127
123,185
123,169
125,199
128,236
132,280
132,213
133,260
133,186
133,153
134,341
134,324
136,2544
136,2344
136,2288
136,2194
136,2176
136,2144
136,2056
136,1980
136,1958
136,164
142,311
146,324
148,285
150,315
150,229
153,272
158,223
158,172
161,291
161,268
161,212
165,236
168,285
170,261
171,2677
171,1338
171,1013
173,428
177,296
178,320
185,345
185,320
185,283
186,291
189,199
194,300
196,323
196,200
200,272
207,260
212,318
212,236
222,315
224,303
227,343
231,322
231,314
231,288
236,346
236,285
236,265
239,347
239,250
242,304
252,284
276,291
280,308
281,345
281,325
289,326
291,308
295,304
299,332
303,342
303,325
323,324
348,1800
348,1778
348,1515
348,949
348,635
348,601
352,1025
352,566
352,545
353,1528
353,1100
353,683
353,563
353,413
353,355
354,521
354,418
354,360
355,451
357,373
359,561
359,497
360,515
360,511
360,456
360,423
361,561
361,527
361,525
361,374
362,520
362,434
363,1864
363,1695
363,1344
363,645
363,560
363,536
365,563
366,1785
366,1506
366,1029
366,416
366,397
366,372
367,471
368,1179
368,561
368,520
370,606
370,487
370,448
370,403
371,544
371,535
371,412
372,565
372,510
372,449
372,415
373,1001
373,605
373,531
373,435
373,403
374,462
374,398
375,563
375,482
375,414
376,1332
376,1324
376,1155
376,1052
376,537
378,1446
378,1070
378,556
378,521
378,460
382,506
385,514
385,446
385,400
388,1767
388,547
388,506
388,430
388,389
389,1781
389,1725
390,566
390,491
391,1374
391,896
391,671
391,644
392,558
392,555
392,432
394,545
394,419
395,592
395,519
395,470
396,651
397,561
397,473
398,553
398,436
398,414
400,1844
400,1408
400,570
400,423
402,1374
402,569
402,531
402,516
402,455
402,431
403,520
404,1408
404,1374
404,968
404,504
404,416
407,546
408,566
408,471
408,414
409,1237
409,514
409,506
412,1620
412,1408
412,589
413,536
414,1751
414,1435
414,1374
415,479
415,452
417,521
417,496
418,683
418,450
419,1767
419,1487
419,1210
419,459
420,1514
420,1496
420,1400
420,1324
420,433
421,528
421,480
421,426
422,558
422,529
422,492
423,1318
423,563
426,641
426,515
426,436
427,683
428,1473
428,1223
428,1189
428,1001
430,1882
430,549
430,510
431,1122
431,569
431,546
432,1179
432,1080
432,495
432,493
433,545
436,1878
436,1318
436,529
438,1515
438,1320
438,936
438,537
439,1358
439,1237
445,504
446,1122
450,514
451,512
451,508
452,930
452,645
452,548
452,543
452,474
454,501
455,514
455,480
456,606
456,580
456,555
456,488
458,461
460,539
461,619
462,1870
462,606
462,545
462,527
465,1878
469,645
471,1740
471,484
472,513
473,566
474,515
474,487
475,1848
475,1808
475,1226
475,1114
475,1013
475,637
478,514
479,1694
479,676
480,544
480,500
481,514
481,496
482,500
483,1687
483,1106
483,1024
483,558
484,1768
484,1654
484,1626
484,1563
484,1478
484,1146
484,1059
484,1014
484,596
485,543
485,510
487,1673
487,1400
487,551
487,539
488,606
492,1616
492,1318
492,1113
492,936
492,645
492,620
492,493
493,1514
493,1114
493,1025
494,1536
494,637
494,542
496,1565
496,651
496,620
496,561
497,1673
497,1318
497,1237
500,1871
500,1694
500,936
503,1767
503,1320
503,1155
503,551
506,1300
506,515
507,1882
507,1790
507,1688
507,1536
507,518
508,514
510,514
511,646
513,1324
513,533
514,1545
514,1095
515,587
515,575
517,1876
517,1695
517,1110
517,917
517,641
519,553
520,531
520,521
521,1536
523,535
524,620
525,651
525,580
526,1886
526,1836
526,1818
526,1810
526,1752
526,1712
526,1692
526,1331
526,1282
526,1130
526,978
527,1545
527,590
527,570
527,557
535,569
535,557
536,1408
537,1543
538,1800
538,1169
538,683
538,614
542,1695
542,641
542,594
542,587
544,1155
544,1122
545,609
546,561
546,552
547,558
547,553
