user,firend
user 1,friend 1
1,26
3,128
5,299
7,56
7,21
9,223
9,82
13,334
13,291
13,186
13,120
14,162
14,19
16,252
16,121
17,226
21,257
21,113
22,120
22,98
23,96
23,91
24,254
25,315
25,100
26,303
26,59
27,269
28,44
29,304
29,223
29,199
30,109
31,229
31,141
31,56
31,45
38,129
40,341
40,324
40,308
44,214
44,149
48,313
50,295
50,285
50,104
51,336
51,82
55,250
56,308
56,268
56,234
57,94
60,207
60,75
62,315
62,207
62,203
63,325
63,161
66,324
66,238
66,161
66,109
67,148
67,127
72,315
72,184
73,330
75,128
75,119
79,261
80,322
80,121
80,96
82,248
83,122
85,297
85,130
87,158
88,142
94,270
98,269
98,229
98,168
103,291
103,276
104,311
104,238
105,322
105,320
105,297
107,2461
107,2250
107,2180
107,2128
107,559
107,482
109,161
113,161
115,175
116,151
117,315
117,271
118,339
118,246
119,186
121,200
122,197
125,146
128,304
128,239
128,142
129,315
130,203
130,133
132,133
133,345
136,2372
136,2347
136,2329
136,2061
136,313
136,221
142,234
148,331
150,340
158,280
159,248
160,339
161,297
161,261
165,261
169,345
169,302
169,234
169,224
169,223
170,339
170,331
172,324
173,412
176,261
185,304
185,277
185,261
185,224
186,338
186,308
186,284
188,248
189,324
196,265
200,268
203,320
203,212
204,315
207,242
208,221
211,323
213,334
213,323
221,246
222,285
222,272
223,238
224,344
232,268
235,315
235,284
236,332
246,252
248,331
248,297
250,265
251,280
251,277
252,298
257,329
272,331
276,304
285,298
297,304
298,342
308,345
329,341
332,341
348,1912
348,1237
348,915
349,475
349,428
350,488
350,436
350,403
352,388
352,363
353,1902
353,1781
353,1743
353,1497
353,1462
353,1437
353,1265
353,1014
353,925
353,645
353,367
354,522
354,493
354,456
355,554
355,518
357,500
360,645
360,433
361,539
361,438
361,415
362,448
363,1682
363,1667
363,1013
363,567
365,558
365,456
366,1595
366,1247
366,596
366,557
366,536
366,535
367,669
367,545
367,430
367,410
367,370
367,368
368,545
368,520
368,512
368,507
369,566
369,432
370,1122
370,531
370,511
370,496
370,493
371,538
371,465
372,524
372,489
372,481
372,376
373,1595
373,1179
374,1740
374,489
374,375
375,1080
375,560
375,400
375,395
376,1855
376,1548
376,1001
376,422
376,416
378,1320
378,680
378,404
381,452
382,529
382,412
385,1374
385,548
388,498
388,436
388,430
388,428
388,426
388,422
388,395
389,1549
389,1170
391,1545
391,1128
392,491
394,507
394,473
395,569
395,458
396,542
396,507
397,1357
397,494
398,569
398,557
398,463
398,460
398,439
398,422
400,1881
400,1620
400,652
400,520
400,471
400,402
402,1844
402,439
402,419
403,418
404,1790
404,1397
404,1001
404,508
404,473
404,455
404,432
405,455
408,1692
408,1545
408,1427
408,601
408,563
408,553
408,523
408,413
409,1425
409,651
409,606
409,518
410,526
410,426
412,637
412,490
412,489
414,1872
414,1514
414,1011
414,503
415,452
415,448
415,425
416,510
417,1645
418,561
418,535
418,439
419,1446
419,446
420,456
420,423
421,536
422,684
422,598
422,574
422,537
422,517
422,452
422,423
425,473
427,514
427,477
427,451
427,438
428,673
428,556
428,543
428,519
430,1688
430,1574
430,1080
431,917
431,519
431,491
431,450
432,479
433,477
433,435
434,1514
434,936
434,567
434,510
434,483
434,479
434,470
434,462
434,461
436,1025
438,1374
438,574
438,481
439,1320
439,460
440,517
440,452
442,1300
442,580
444,1536
444,493
444,461
444,446
445,604
445,524
446,1536
446,559
446,527
450,537
451,559
451,557
451,483
451,472
452,540
452,473
455,651
455,520
455,479
456,587
456,488
456,463
457,458
458,487
460,1882
460,1349
460,646
460,610
461,976
461,962
461,612
462,561
463,1122
463,651
463,490
465,1844
465,1349
465,645
465,521
465,504
465,496
469,541
470,483
471,521
473,520
473,500
473,484
475,1766
475,924
475,667
475,560
475,535
479,614
480,506
481,535
482,1025
482,641
482,527
483,1743
483,1704
483,1213
483,1128
483,905
484,1688
484,1437
484,1355
484,1282
484,1166
484,1042
484,557
485,566
485,509
487,1320
488,580
488,542
490,555
490,496
491,567
492,1429
492,645
492,556
493,1332
494,520
495,537
496,1790
496,1740
496,535
497,1332
497,673
497,601
497,511
500,1543
500,1001
500,533
502,515
506,915
507,1616
507,546
507,518
509,563
509,531
511,1767
511,673
511,558
512,523
513,1122
514,1358
515,601
515,547
517,1210
517,907
520,1349
525,1616
525,558
526,1832
526,1735
526,1695
526,1509
526,1507
526,1500
526,1455
526,1376
526,1331
526,1122
527,1358
527,1237
529,533
533,565
534,561
536,1543
537,1616
537,555
538,1897
538,1818
538,567
542,1543
542,1142
544,562
545,1692
549,567
553,1616
553,1313
553,680
553,606
553,604
553,584
553,579
556,1767
556,574
558,644
558,591
559,1313
561,657
563,1705
563,1237
563,609
563,570
565,683
565,676
566,1444
566,1357
566,993
566,946
567,606
568,570
570,645
575,620
580,1875
580,1529
580,1012
587,683
588,631
588,609
589,678
591,1514
591,1490
592,660
593,669
596,1716
596,1682
596,1616
596,1480
596,1273
596,1243
596,1166
597,664
598,633
601,957
601,669
604,1512
604,641
606,1798
606,1763
606,1754
606,1694
606,1658
606,1519
606,1310
606,1102
606,1037
606,992
611,685
612,685
612,626
612,618
614,685
619,655
622,637
626,678
629,1673
629,1514
629,1179
634,669
637,1844
637,1736
637,1643
637,1531
637,1191
637,1158
637,913
641,1801
641,1695
641,1545
641,1529
641,1490
641,1427
641,1397
641,1180
641,1014
645,1673
648,677
651,1519
651,1415
651,1277
651,1237
651,1121
651,953
656,1427
665,681
669,1545
669,1320
669,1012
669,962
669,676
687,720
688,725
690,828
690,719
693,758
695,814
697,804
698,3577
703,784
705,782
705,746
706,813
708,888
708,779
710,834
711,820
712,733
712,732
719,838
719,779
719,770
719,735
720,811
720,754
724,747
726,856
726,792
730,828
731,818
733,794
735,828
738,755
739,779
739,741
740,756
742,745
744,820
748,783
751,853
751,812
752,754
753,869
753,805
754,766
755,843
755,823
758,790
758,773
758,769
759,853
760,769
761,810
764,836
766,779
766,778
766,774
769,777
772,810
774,803
774,778
778,809
781,880
783,834
784,792
786,806
787,831
787,805
790,824
792,845
792,840
794,844
797,846
799,800
807,834
809,824
810,882
810,844
814,819
820,829
823,842
830,880
837,844
840,853
844,845
862,3930
862,3851
889,893
896,1808
896,1673
897,1796
897,1752
897,1750
897,1717
897,1377
897,1321
898,1746
898,1720
898,1120
898,984
900,1459
900,1454
900,1245
902,1716
905,1606
905,1545
905,968
906,1902
906,1833
906,1823
906,1753
906,1530
906,1483
906,1434
906,1402
906,1117
906,1026
907,1456
907,1409
912,1338
912,1042
913,1722
913,1437
913,1400
913,1205
913,1083
913,1051
914,1320
914,1258
914,1080
915,1699
915,1695
915,1595
915,1094
915,1064
915,976
916,1813
916,1810
916,1734
916,1572
916,1442
916,1407
916,1375
916,1201
916,1185
916,1126
916,997
916,917
917,1904
917,1850
917,1813
917,1688
917,1576
917,1495
917,1473
917,1256
917,1175
917,1106
917,1100
917,977
919,1204
919,944
920,1849
920,1730
920,1724
920,947
921,1886
921,1789
921,1678
921,1610
921,1485
921,1459
921,1178
921,997
922,1547
922,1477
922,1409
922,1369
924,1515
924,1192
924,1189
924,1167
924,1121
924,1052
924,1041
924,1021
924,944
925,1678
925,1662
925,1652
925,1409
925,1293
925,1255
925,1217
925,1153
925,1068
925,934
926,1898
926,1883
926,1823
926,1791
926,1675
926,1287
926,1205
926,1048
926,1004
927,1826
927,1753
927,1571
927,1491
927,1475
927,1431
927,1422
927,1344
927,1341
927,1305
927,1242
927,1047
927,957
928,1803
930,1606
932,1888
932,1819
932,1789
932,1527
932,1290
932,999
933,1893
933,1025
933,976
934,1864
934,1863
934,1488
934,1453
934,1287
934,997
936,1820
936,1032
937,1504
938,1186
940,1781
940,1575
941,1578
941,1396
941,1382
941,1350
941,1192
942,1459
942,1444
942,1263
942,1235
942,1189
943,1633
946,1771
946,1422
946,1327
946,1290
946,983
946,953
947,1712
947,1619
947,1524
947,1407
947,1330
948,1679
948,1646
948,1122
949,1575
950,1847
950,1085
951,1683
951,1321
952,1813
952,1669
952,1644
952,1632
952,1217
952,1198
952,1125
952,1116
953,1883
953,1723
953,1598
953,1339
953,1132
953,1130
953,1112
953,983
954,1764
954,1109
954,1081
954,1037
954,957
956,1436
957,1595
959,1843
959,1329
959,1125
960,1886
960,1864
960,1757
960,1702
960,1689
960,1191
961,1150
961,967
962,1611
962,1543
962,1529
962,1342
964,1869
964,1504
964,1347
964,1249
964,1075
965,1704
965,1504
965,1306
965,1010
966,1753
966,1604
966,1554
966,1458
966,1376
966,1283
966,1214
966,1092
967,1811
967,1741
967,1401
967,1380
967,1181
967,1040
967,991
968,1528
968,1375
968,1205
969,1812
969,1715
969,1235
969,1015
969,971
970,1553
971,1907
971,1903
971,1715
971,1099
972,1879
972,1689
972,1662
972,1585
973,1827
973,1800
973,1128
973,1026
973,995
974,1667
975,1635
975,1120
976,1660
977,1901
977,1000
978,1894
978,1868
978,1830
978,1741
978,1513
978,1416
978,1398
978,1344
978,1312
978,1265
978,1125
980,1864
980,1780
980,1529
980,1302
980,1091
980,1040
980,1003
982,1902
982,1886
982,1816
982,1791
982,1553
982,1517
982,1359
982,1107
982,1092
983,1675
983,1643
983,1524
983,1519
983,1516
983,1191
984,1543
984,1129
984,1018
985,1703
987,1436
987,1419
988,1504
988,1067
989,1850
989,1473
989,1292
989,1284
990,3431
990,3420
990,3233
990,1360
990,1171
990,1098
991,1553
991,1520
991,1193
991,1087
993,1808
993,1737
993,1344
993,1242
994,1819
994,1621
994,1475
994,1315
994,1183
994,1060
995,1898
995,1845
995,1721
995,1600
995,1387
995,1367
995,1199
995,1153
996,1674
997,1864
997,1796
997,1632
998,1707
999,1891
999,1858
999,1570
999,1420
999,1101
1000,1525
1001,1766
1001,1645
1001,1509
1001,1425
1001,1377
1001,1269
1001,1255
1001,1219
1001,1214
1001,1143
1003,1805
1003,1734
1003,1471
1003,1243
1003,1195
1003,1135
1003,1110
1004,1761
1004,1665
1004,1613
1004,1594
1004,1520
1004,1509
1004,1488
1004,1305
1004,1271
1004,1143
1004,1083
1005,1032
1006,1846
1006,1782
1006,1652
1006,1590
1006,1580
1006,1205
1006,1116
1007,1716
1007,1448
1007,1404
1007,1338
1009,1231
1009,1190
1010,1876
1011,1630
1011,1428
1012,1683
1012,1570
1012,1520
1012,1490
1013,1446
1013,1320
1014,1672
1014,1575
1014,1503
1014,1379
1014,1246
1014,1086
1015,1081
1017,1874
1017,1851
1017,1819
1017,1780
1017,1723
1017,1585
1017,1528
1017,1460
1017,1377
1017,1376
1018,1628
1018,1584
1018,1525
1018,1215
1020,1682
1020,1412
1021,1768
1021,1706
1021,1515
1022,1457
1022,1429
1022,1143
1024,1813
1024,1603
1024,1542
1024,1377
1024,1258
1024,1047
1025,1824
1025,1785
1025,1714
1025,1259
1026,1868
1026,1861
1026,1736
1026,1480
1026,1437
1028,1868
1028,1845
1028,1813
1028,1804
1028,1771
1028,1736
1028,1724
1028,1566
1028,1402
1028,1272
1028,1214
1028,1195
1028,1101
1029,1877
1029,1803
1029,1735
1029,1289
1032,1876
1032,1763
1032,1573
1032,1507
1032,1459
1032,1322
1032,1190
1033,1705
1033,1085
1035,1713
1035,1106
1036,1894
1036,1611
1036,1508
1036,1438
1036,1429
1036,1347
1036,1190
1036,1159
1037,1667
1037,1246
1037,1051
1037,1042
1038,1447
1039,1888
1039,1750
1039,1637
1039,1605
1039,1471
1039,1172
1039,1156
1040,1867
1040,1789
1040,1551
1040,1530
1040,1439
