user,firend
user 1,friend 1
1,217
5,178
9,332
10,339
10,236
13,224
13,161
13,158
13,29
16,280
16,158
16,106
21,303
21,298
21,199
21,30
22,238
24,304
24,277
24,213
24,191
25,85
26,303
26,207
26,106
26,82
27,39
30,122
30,104
30,59
31,199
38,246
38,186
38,109
39,118
40,196
40,188
40,84
40,51
48,252
48,204
48,158
50,239
51,130
53,304
54,132
55,332
55,248
55,113
56,158
57,323
60,261
64,269
65,246
65,158
65,142
65,122
65,113
67,237
69,249
72,315
73,303
75,297
76,323
79,295
79,130
79,82
82,341
82,103
93,312
94,332
96,261
96,236
98,303
98,134
100,128
103,322
103,104
104,339
107,3100
107,2169
107,586
107,555
107,513
107,367
109,232
109,172
113,185
115,162
117,196
118,148
120,334
121,158
122,291
122,139
122,126
127,342
128,141
130,200
132,248
132,232
134,236
134,168
136,2346
136,2294
136,2282
136,2232
136,2137
136,1954
138,343
140,151
148,322
152,161
156,315
158,236
158,194
161,242
168,170
170,308
170,236
170,228
170,224
171,930
171,641
172,334
173,436
174,343
176,297
178,341
178,224
180,322
185,229
186,297
187,235
188,329
191,249
196,213
202,269
211,290
213,330
222,318
222,303
222,288
223,303
223,272
229,280
231,323
232,341
237,276
238,318
239,274
248,334
250,303
252,314
258,314
261,298
270,308
272,299
276,325
277,297
277,281
280,294
285,295
288,325
290,325
290,297
310,326
325,334
334,347
348,1740
348,1574
348,1095
348,962
348,683
353,1897
353,1463
353,975
353,949
354,544
354,518
354,363
355,559
355,517
355,514
355,413
357,425
357,416
359,419
360,571
360,540
361,378
362,614
362,525
362,488
362,431
362,396
363,1876
363,1526
363,1420
363,1281
363,1054
363,513
363,494
363,473
365,545
366,1870
366,1746
366,1696
366,1526
366,1297
366,683
366,570
366,470
366,416
367,1427
367,557
367,514
367,421
368,563
368,539
368,475
368,473
368,439
369,531
369,444
370,481
372,488
372,428
373,1237
373,1179
373,539
374,557
374,485
375,559
376,1778
376,1743
376,1543
376,1435
376,1258
376,596
376,407
378,606
378,538
378,472
379,386
385,1677
385,1179
385,484
387,432
387,414
387,388
388,1778
388,580
388,553
388,521
389,1744
389,1667
389,1260
389,1221
390,438
391,1095
391,604
391,531
392,549
395,1778
395,1512
395,1142
395,444
397,520
397,496
397,451
397,412
398,1374
398,553
398,514
400,466
400,462
400,442
400,430
402,516
403,524
403,430
404,505
404,474
404,463
404,425
405,490
408,1645
408,1536
408,541
408,527
409,524
412,553
412,521
412,451
412,426
413,524
414,1871
414,1688
414,1343
414,531
414,487
415,503
