user,firend
user 1,friend 1
1,130
2,262
2,111
3,276
3,10
5,323
9,239
9,63
10,208
10,188
13,331
13,303
13,290
16,106
21,77
22,315
24,191
25,75
26,324
26,39
27,50
29,232
30,320
30,276
30,269
30,248
30,176
30,79
31,276
31,229
31,161
34,463
39,304
39,291
40,176
40,73
45,272
45,59
48,272
51,224
53,280
53,169
53,57
54,146
56,127
60,82
62,325
62,118
65,342
66,79
67,330
69,246
69,213
69,130
72,338
72,169
73,118
79,334
80,272
82,285
85,295
85,285
88,254
88,203
88,119
92,300
96,332
98,188
100,313
103,331
103,118
104,170
105,318
107,3331
107,3222
107,3101
107,2285
107,2111
107,531
107,494
108,304
108,203
108,186
109,342
109,338
109,159
113,332
113,272
113,211
116,220
117,271
119,249
119,222
119,213
119,121
122,172
123,268
125,189
125,163
129,304
130,320
130,161
132,294
133,239
136,2098
136,2093
136,2057
136,1997
136,188
136,142
141,298
142,331
142,325
142,172
159,211
161,260
164,323
164,261
165,223
168,322
168,313
169,284
170,251
171,1656
171,1210
171,1142
171,331
172,338
178,188
185,232
186,224
187,330
188,232
198,563
199,285
200,221
203,236
211,303
211,252
213,316
213,288
213,284
223,276
231,252
232,238
237,271
238,311
242,342
246,334
247,277
248,281
260,299
268,285
271,308
271,281
272,315
276,304
277,329
277,288
280,334
281,344
307,322
308,320
313,331
325,331
332,340
332,336
344,345
348,1512
348,1242
348,644
350,559
350,551
350,355
352,637
352,559
352,545
353,1829
353,1820
353,1245
353,506
354,438
354,428
354,368
355,525
355,433
359,569
360,559
360,515
360,455
360,409
360,407
361,524
361,517
362,500
363,1812
363,1600
363,1226
363,1210
363,1192
363,601
363,466
363,392
365,570
365,524
365,511
366,1746
366,1724
366,1660
366,1609
366,458
367,1374
367,606
367,559
367,542
367,493
367,460
367,370
369,546
369,544
369,475
370,1606
370,593
370,484
370,435
372,557
372,426
372,395
373,1429
373,1349
373,601
373,554
373,452
373,422
373,419
374,1179
374,435
374,385
375,500
376,1729
376,1519
376,1475
376,1473
376,1237
376,678
376,639
376,569
376,448
378,1237
381,430
382,475
385,1349
385,513
385,419
387,535
387,462
388,580
388,555
388,511
388,428
388,425
389,1694
389,1633
389,1334
389,1217
389,1159
390,410
391,481
391,463
391,398
392,400
392,397
394,1645
394,1122
394,547
394,526
394,473
394,402
395,397
396,491
396,423
396,397
397,534
397,527
397,515
397,500
397,493
398,1320
400,1400
400,1179
400,481
402,555
403,525
404,669
404,423
405,601
408,1113
408,651
408,414
409,555
412,1692
412,543
412,462
413,521
413,451
413,438
414,1740
414,1217
414,1011
414,954
414,473
415,570
415,540
415,523
415,483
416,566
416,515
416,433
417,652
417,558
417,482
418,513
419,1397
419,1318
419,1075
419,591
419,509
419,444
419,438
420,1422
420,1281
420,646
421,559
421,517
421,456
421,451
421,436
422,548
423,968
423,555
424,527
425,566
425,545
425,525
425,507
426,518
426,511
428,1349
428,529
428,527
430,1912
430,500
430,487
431,1881
431,1543
431,1425
431,474
431,442
432,1512
432,517
432,484
433,522
436,905
436,570
438,502
439,591
442,604
442,492
442,471
444,1113
444,614
445,606
445,565
446,502
448,520
450,1358
450,507
450,487
451,606
451,512
452,1536
452,563
452,525
452,512
458,620
458,570
458,500
460,528
460,519
461,917
461,633
463,546
465,1740
465,680
465,547
465,545
466,553
466,497
471,591
471,520
471,491
475,1574
475,1464
475,1400
475,1228
475,601
475,558
479,604
479,496
480,483
481,553
482,1740
482,559
482,493
483,1238
483,1214
483,1115
483,1068
483,1051
483,1009
483,620
483,587
483,547
483,516
484,1790
484,1722
484,1364
484,1323
484,1289
484,1277
484,1247
484,1125
484,1086
484,994
484,949
484,907
487,1529
487,1080
487,520
488,514
489,507
490,496
491,546
491,507
492,540
493,1616
493,1543
493,1113
493,1080
493,502
494,1543
494,1122
495,523
495,508
497,1358
500,1332
500,545
500,530
500,523
500,502
502,525
502,507
503,1763
503,1673
503,1095
503,645
503,614
506,671
507,527
508,580
511,580
511,567
512,549
512,527
513,1766
513,1692
513,1374
514,1565
514,1313
515,1506
515,1320
515,625
515,546
515,542
517,1332
517,1113
517,1080
520,1114
521,523
523,558
524,1740
524,1001
524,587
525,1358
525,1320
526,1876
526,1813
526,1783
526,1685
526,1651
526,1457
526,1427
526,1269
526,1160
526,1159
527,1740
527,614
528,561
529,568
535,567
536,1778
537,1114
538,1699
538,1595
538,1427
538,1128
538,942
538,546
542,1744
542,1179
542,936
542,614
544,1767
544,1397
546,591
547,568
548,563
548,553
551,561
553,976
555,1122
556,1574
557,559
559,1536
560,1645
560,1574
561,1882
561,593
563,1624
563,1269
563,1246
563,1243
563,1189
563,1166
566,1807
566,1778
566,1742
566,1694
566,1680
566,1675
566,1658
566,1189
566,1172
567,3444
567,606
575,588
580,1545
580,1371
588,636
589,612
590,653
590,606
591,1357
595,632
596,1899
596,1864
596,1663
596,1604
596,1377
596,1257
596,1227
596,1221
596,1207
596,605
601,1763
601,1673
601,626
606,1877
606,1813
606,1800
606,1480
606,1427
606,1409
606,1367
606,1255
606,1211
606,1042
612,622
614,1536
614,1318
614,1086
616,653
617,663
631,660
631,654
631,644
637,1500
637,1491
637,1397
637,1256
637,1190
637,1014
637,916
641,1689
641,1529
641,1412
641,1120
641,989
644,677
645,1645
651,1611
651,924
669,1192
669,896
669,678
676,1237
683,1574
687,698
690,794
690,760
690,706
693,843
693,765
693,718
695,740
695,698
696,777
696,742
696,720
697,863
697,779
697,714
698,3779
698,782
698,731
701,711
703,780
704,835
705,848
705,765
705,742
705,711
706,792
708,783
709,834
709,831
709,759
710,745
711,797
712,850
712,725
713,849
714,850
719,751
719,738
722,835
722,752
724,800
724,746
726,741
727,760
727,755
728,829
728,800
728,762
730,835
731,843
736,795
738,814
738,773
739,830
742,834
746,778
747,847
747,821
747,760
748,840
748,800
751,781
753,835
753,763
754,827
757,780
758,795
759,823
760,848
761,780
762,770
764,774
765,834
766,778
767,818
768,772
771,815
772,820
772,792
778,815
778,805
781,844
787,820
797,799
800,882
804,840
808,849
809,840
809,829
810,820
811,820
813,824
813,815
814,817
815,844
817,840
820,826
828,831
829,850
831,849
857,3830
857,3454
859,887
862,3968
862,3888
862,3852
862,3454
862,3448
896,1504
896,1279
896,962
897,1811
897,1750
897,1238
897,1196
897,1017
898,1507
901,917
902,1284
903,954
905,1348
905,1332
906,1833
906,1819
906,1778
906,1758
906,1608
906,1285
906,1004
906,967
907,1621
907,1589
907,1222
907,1199
908,1908
908,1098
912,1473
913,1879
913,1791
913,1768
913,1761
913,1559
913,1557
913,1296
913,1117
913,1059
913,1051
913,930
914,1135
915,1663
915,1604
915,1025
916,1700
916,1675
916,1653
916,1539
916,1513
916,1417
916,1107
916,1048
916,1032
917,1904
917,1549
917,1479
917,1059
919,1812
919,1624
919,1426
920,1689
920,1662
920,1461
920,1156
921,1819
921,1644
921,1461
921,1444
921,1327
921,1196
921,1054
921,991
922,1757
922,1714
922,1617
922,1359
922,1207
922,1191
922,1149
922,932
923,1663
923,1552
923,1522
924,1778
924,985
925,1556
925,1331
925,1329
925,1305
925,1230
925,966
925,932
926,1685
926,1653
926,1621
926,1589
927,1849
927,1717
927,1620
927,1054
927,932
928,1803
929,1534
930,1192
932,1707
932,1124
932,1086
932,1084
932,1006
933,1878
933,1454
933,1292
933,1281
934,1685
934,1674
934,1623
934,1561
934,1344
934,1017
934,1004
935,1525
936,1602
936,1565
936,1536
936,1473
936,1464
936,1408
940,1013
941,1848
941,1728
941,1347
942,1859
942,1680
942,1227
942,1129
942,1100
944,1727
944,1382
944,1311
944,968
946,1435
946,983
947,1868
947,1851
947,1572
947,1520
947,1501
947,1457
947,1375
947,1212
947,1172
947,1040
950,1085
951,1351
951,1151
952,1734
952,1551
952,1334
952,1271
952,1238
952,1237
952,1195
952,1048
952,1006
952,1003
952,994
952,960
953,1805
953,1712
953,1612
953,1557
953,1480
953,1376
953,1357
953,1312
953,1288
953,1181
953,1153
953,960
954,1569
954,1260
957,1783
959,1722
959,1665
959,1622
959,1547
959,1407
959,1149
959,1130
959,1003
959,995
960,1877
960,1774
960,1757
960,1540
960,1463
960,1402
960,1389
960,1341
960,1269
960,1265
960,1135
960,991
961,1557
961,1513
961,1045
962,1894
962,1478
962,1221
962,1109
963,1892
963,1784
964,1750
964,1727
964,1699
964,1529
964,1141
965,1418
966,1772
966,1639
966,1620
966,1597
966,1207
966,1182
966,1173
966,1156
966,968
967,1811
967,1775
967,1669
967,1644
967,1618
967,1471
967,1291
967,1288
967,1211
967,1199
967,1135
968,1608
968,1491
968,1320
968,1128
968,1059
969,1686
969,1661
969,1592
969,1489
969,1412
969,1404
969,1316
969,1309
969,1273
969,1263
970,1708
971,1903
971,1464
971,1432
971,1334
971,1292
972,1377
972,1172
972,1091
973,1600
973,1376
973,1340
974,1504
974,1355
974,1109
975,1673
975,1495
975,1487
975,1350
975,1221
975,1215
975,1032
977,1444
977,1188
977,1066
978,1901
978,1584
978,1530
978,1344
978,1334
978,1293
978,1068
978,1003
980,1735
980,1623
980,1501
980,1207
980,1125
980,1059
981,1582
981,1414
982,1868
982,1796
982,1722
982,1509
982,1470
982,1393
982,1285
982,1063
983,1835
983,1730
983,1123
983,995
984,1739
984,1406
984,1221
984,1036
985,1667
985,1469
986,1906
986,1840
986,1131
988,1824
988,1638
988,1592
988,1432
989,1406
989,1298
990,2716
991,1663
991,1523
991,1458
993,1883
993,1765
993,1707
993,1611
993,1524
993,1519
993,1336
993,1132
994,1873
994,1783
994,1475
994,1260
994,1185
994,1082
994,1059
994,1037
995,1902
995,1610
995,1588
995,1491
995,1272
995,1146
996,1656
997,1885
997,1833
997,1826
997,1557
997,1527
997,1367
997,1339
997,1135
998,1130
999,1905
999,1735
999,1689
999,1570
999,1272
999,1267
999,1116
1000,1785
1001,1540
1003,1791
1003,1605
1003,1517
1003,1351
1003,1107
1003,1040
1004,1813
1004,1772
1004,1723
1004,1608
1004,1483
1004,1334
1004,1173
1005,1495
1006,1775
1006,1722
1006,1622
1006,1608
1006,1491
1006,1344
1006,1291
1006,1276
1006,1092
1007,1760
1007,1630
1007,1557
1007,1259
1009,1569
1009,1514
1009,1303
1009,1298
1009,1080
1010,1830
1010,1759
1010,1032
1011,1241
1012,1707
1012,1631
1012,1382
1012,1217
1012,1110
1014,1426
1014,1284
1014,1080
1017,1836
1017,1769
1017,1580
1017,1209
1017,1195
1018,1844
1018,1808
1018,1732
1018,1374
1019,1872
1019,1820
1019,1550
1020,1862
1020,1624
1020,1076
1021,1638
1021,1436
1022,1418
1023,1325
1023,1187
1024,1843
1024,1730
1024,1331
1024,1293
1025,1358
1025,1288
1025,1230
1026,1833
1026,1779
1026,1689
1026,1547
1026,1366
1026,1209
1028,1769
1028,1721
1028,1668
1028,1604
1028,1595
1028,1456
1028,1302
1028,1290
1028,1217
1028,1156
1028,1076
1029,1827
1029,1420
1029,1376
1029,1243
1029,1180
1029,1155
1029,1052
1029,1039
1031,1567
1032,1903
1032,1728
1032,1628
1032,1529
1032,1525
1032,1435
1032,1366
1035,1869
1035,1785
1035,1738
1035,1183
1035,1179
1035,1135
1036,1292
1036,1261
1037,1899
1037,1582
1037,1507
1037,1473
1037,1141
1038,1580
1038,1056
1039,1741
1039,1380
1039,1334
1039,1207
1039,1181
1040,1909
1040,1826
1040,1782
1040,1717
1040,1637
1040,1572
1040,1556
1040,1401
1040,1376
1040,1214
1040,1191
1042,1444
1042,1357
1042,1235
1044,1575
1044,1379
1044,1192
1047,1839
1047,1796
1047,1665
1047,1497
1047,1439
1047,1388
1047,1365
1047,1048
1048,1796
1048,1600
1048,1530
1048,1526
1048,1220
1049,1861
1049,1833
1049,1663
1049,1632
1049,1517
1049,1219
1049,1056
1051,1910
1051,1781
1051,1309
1051,1304
1051,1139
1051,1102
1051,1079
1051,1060
1052,1683
1052,1318
1054,1909
1054,1842
1054,1799
1054,1662
1054,1491
1054,1420
1054,1269
1055,1402
1056,1839
1056,1668
1056,1642
1056,1488
1056,1389
1056,1199
1059,1791
1059,1562
1059,1484
1059,1439
1059,1271
1059,1182
1060,1720
1060,1390
1060,1381
1062,1473
1062,1362
1062,1065
1063,1813
1063,1718
1063,1528
1063,1458
1063,1191
1064,1113
1066,1899
1066,1873
1066,1695
1066,1591
1066,1583
1066,1286
1066,1229
1066,1072
1067,1884
1067,1706
1067,1595
1067,1451
1067,1303
1067,1113
1068,1836
1068,1816
1068,1528
1068,1435
1068,1291
1068,1149
1068,1091
1069,1861
1069,1754
1069,1752
1069,1547
1069,1391
1069,1086
1069,1079
1070,1785
1070,1625
1070,1515
1070,1425
1074,2567
1074,1868
1074,1823
1074,1775
1074,1613
1074,1603
1074,1435
1075,1779
1075,1714
1075,1618
1075,1571
1075,1570
1075,1480
1075,1439
1075,1375
1075,1223
1075,1156
1075,1116
1075,1078
1076,1723
1076,1238
1076,1135
1076,1130
1076,1110
1077,2068
1078,1590
1078,1572
1078,1527
1078,1327
1078,1110
1079,1826
1079,1570
1079,1519
1080,1888
1080,1773
1080,1720
1080,1393
1081,1844
1081,1649
1081,1481
1081,1273
1082,1783
1082,1728
1082,1479
1083,1796
1083,1772
1083,1689
1083,1603
1083,1554
1083,1542
1083,1501
1083,1473
1083,1209
1083,1092
1084,1688
1084,1604
1084,1518
1084,1140
1085,3596
1085,1753
1085,1750
1085,1656
1086,1872
1086,1819
1086,1642
1086,1569
1086,1554
1086,1485
1086,1473
1086,1420
1086,1389
1086,1336
1086,1269
1089,1732
1090,1504
1091,1821
1091,1669
1091,1551
1091,1359
1091,1166
1091,1101
1092,1867
1092,1723
1092,1626
1092,1540
1092,1399
1093,1496
1093,1472
1094,1694
1095,1408
1095,1350
1095,1318
1099,1650
1099,1587
1099,1502
1099,1481
1099,1313
1100,1454
1100,1379
1101,1811
1101,1721
1101,1702
1101,1527
1101,1267
1101,1156
1102,1427
1102,1406
1102,1277
1102,1204
1103,1894
1104,1844
1104,1677
1104,1247
1106,1751
1106,1709
1106,1596
1106,1574
1106,1549
1107,1905
1107,1885
1107,1826
1107,1813
1107,1524
1107,1439
1107,1398
1108,1859
1108,1647
1108,1569
1108,1455
1108,1247
1109,1226
1110,1865
1110,1763
1110,1699
1110,1683
1110,1529
1110,1488
1110,1480
1110,1255
1112,1675
1112,1517
1112,1293
1112,1132
