user,firend
user 1,friend 1
3,277
7,146
9,261
9,183
9,165
10,212
10,105
14,333
14,111
16,313
16,56
20,116
21,344
21,48
22,60
24,254
25,261
25,75
26,231
26,29
27,199
28,343
29,103
30,212
31,315
31,165
34,461
34,432
34,427
35,46
40,313
40,159
45,232
48,142
48,79
50,324
50,285
53,339
54,271
54,266
55,322
55,212
55,120
56,314
56,168
57,271
63,132
65,325
65,199
65,158
65,67
66,261
66,158
67,222
67,92
72,105
73,79
75,213
79,325
79,229
82,240
84,325
84,134
85,142
86,102
87,200
88,283
94,163
96,303
98,347
98,298
98,222
98,212
98,153
103,274
104,121
105,339
107,679
107,460
107,450
113,297
113,294
115,310
117,119
118,250
118,158
119,204
119,168
121,345
122,212
122,148
123,323
123,277
126,329
128,276
132,345
132,308
133,325
133,297
133,172
134,325
134,211
136,2642
136,2480
136,2295
136,2277
136,2185
136,2125
136,2031
136,1577
136,1465
136,239
142,246
142,224
146,164
148,303
148,291
148,268
150,231
151,262
155,230
156,304
156,170
158,161
159,346
159,232
161,222
163,332
168,169
170,345
170,308
172,280
175,343
176,186
178,271
180,203
186,268
186,248
188,332
188,222
190,245
197,325
199,272
204,271
208,224
211,339
211,246
212,325
213,339
213,311
223,238
224,284
230,343
235,271
237,288
237,280
239,248
248,345
248,324
257,346
257,339
258,341
261,341
265,341
268,291
271,283
272,334
276,280
298,329
325,345
348,1543
348,1281
348,673
348,652
351,393
352,496
352,473
352,373
353,1727
353,1699
353,479
353,465
354,526
354,398
355,561
355,559
355,507
355,417
355,416
355,400
359,496
359,363
360,609
360,496
361,1313
361,553
361,504
361,465
361,458
361,452
362,556
362,461
362,417
362,374
362,363
363,1787
363,1392
363,1268
363,471
363,456
363,428
363,398
363,396
365,423
365,376
366,525
366,507
366,463
367,1744
367,458
367,450
367,400
368,580
368,506
368,481
369,542
369,512
369,400
370,601
370,528
370,463
372,515
372,508
373,1332
373,1114
373,569
373,494
373,407
374,646
374,548
374,542
374,540
374,434
375,563
375,488
375,473
376,1540
376,1529
376,1425
376,1210
376,522
376,472
376,407
376,382
378,1512
378,1155
378,504
380,435
381,483
382,428
384,397
387,683
387,676
387,398
388,606
388,565
388,390
389,1650
389,1435
389,1399
389,1064
390,546
390,423
391,1673
391,1435
391,1148
391,1113
391,930
391,463
392,1740
392,1374
392,495
394,431
395,1720
395,575
395,500
395,484
395,450
396,562
396,524
397,669
397,505
398,432
400,529
402,641
402,547
402,527
402,479
402,449
402,407
402,404
403,496
403,422
404,1870
404,1358
404,544
404,423
405,1300
405,614
405,591
407,436
408,1882
408,527
408,455
408,413
409,1425
409,565
409,483
410,1313
410,545
410,513
412,1300
412,635
413,508
414,1671
414,1574
414,1148
414,1032
414,531
415,504
415,430
415,417
416,547
417,1606
417,620
417,580
417,558
419,683
419,569
419,511
419,497
420,1800
420,1108
420,559
420,527
420,493
421,559
422,568
422,442
425,558
426,606
426,493
426,449
427,520
427,465
428,1577
428,1190
428,1070
428,557
429,474
429,444
430,539
430,500
430,460
431,1012
431,652
432,1645
432,1313
432,547
434,676
435,506
436,1763
436,1679
436,650
436,526
438,569
438,472
438,442
439,470
440,537
444,529
444,502
444,462
445,511
446,651
449,481
450,490
451,537
452,606
452,524
452,504
456,1778
456,502
456,463
456,461
458,1179
458,483
459,520
460,1677
460,1313
460,606
460,529
462,479
463,651
463,511
463,474
465,1767
465,652
465,496
465,472
469,523
469,510
469,509
469,481
470,563
470,495
473,489
475,1677
475,1584
475,1062
477,546
479,641
482,560
482,528
483,1637
483,1531
483,1322
483,1221
483,1154
483,1115
483,1068
483,1044
483,914
484,1832
484,1407
484,1335
484,1126
484,1024
484,1011
484,656
487,1487
487,1155
488,502
488,493
490,521
490,506
491,1536
491,523
492,556
492,545
493,1790
494,1313
494,669
494,567
495,560
496,1086
496,679
496,545
496,528
500,1671
500,526
500,523
502,614
503,968
503,512
504,516
506,1512
507,1882
507,1692
511,1313
511,558
511,524
512,641
512,609
512,547
512,520
513,1313
513,540
514,1179
514,651
515,1645
515,575
515,570
