user,firend
user 1,friend 1
0,1486
1,324
1,272
1,142
2,17
3,265
3,203
5,249
9,320
9,250
9,212
9,117
9,88
13,334
13,323
13,291
14,23
16,238
19,326
21,329
21,246
22,315
25,344
25,234
26,103
28,220
29,307
29,134
30,325
30,156
30,134
31,98
32,312
34,387
38,103
39,344
39,331
40,104
40,57
44,279
45,242
45,169
48,189
48,79
48,55
50,322
50,82
51,232
53,128
54,248
55,142
56,347
56,260
56,246
56,164
56,158
59,291
59,60
60,290
60,203
62,178
63,276
63,223
63,172
65,224
66,238
69,224
69,133
69,122
73,346
75,345
82,344
82,341
82,134
84,104
85,239
85,211
85,122
96,277
96,276
101,163
103,334
104,236
104,134
104,118
106,291
107,2289
107,569
107,471
108,109
118,311
118,212
118,175
118,170
119,258
119,172
121,313
122,309
123,313
123,272
128,298
130,146
132,213
132,211
134,172
136,2623
136,2616
136,2537
136,2495
136,2449
136,2288
136,2087
136,2063
136,2043
136,257
136,239
136,172
141,176
148,322
148,258
149,305
150,223
150,211
158,200
159,223
163,299
165,285
165,184
169,200
170,298
170,295
170,258
170,222
171,1908
171,331
172,248
173,378
178,342
185,303
186,283
200,341
200,291
200,281
200,213
208,274
211,311
212,236
214,262
217,318
221,297
221,277
223,338
223,331
223,318
223,280
224,297
224,285
224,280
231,308
232,308
232,295
235,295
236,332
236,325
236,285
238,297
239,332
242,250
249,272
258,315
258,271
269,320
280,303
285,298
290,304
291,304
297,329
298,325
304,323
313,334
315,330
322,332
331,341
348,1881
348,1645
348,580
350,477
350,435
352,446
352,414
353,1841
353,1573
353,1396
353,1381
353,1243
353,504
353,440
353,392
353,369
354,539
354,363
355,544
355,538
357,569
357,559
357,368
360,644
360,604
361,439
361,422
362,591
363,1628
363,1373
363,646
363,545
363,541
363,439
363,425
363,394
365,395
366,1377
366,1332
366,1258
366,934
366,604
366,504
367,604
367,567
367,512
367,442
368,1080
368,507
369,493
369,423
370,493
370,442
370,425
371,558
371,408
373,1744
373,666
373,652
373,488
373,442
373,435
374,1122
374,606
374,466
374,405
374,396
375,488
376,1861
376,1786
376,948
376,917
376,601
376,535
376,470
378,1694
378,1536
378,494
378,459
378,405
385,1616
385,513
387,651
387,500
387,472
388,451
389,527
391,1720
391,606
391,471
391,420
392,444
394,1790
394,1692
394,1313
394,507
394,430
394,428
394,422
394,397
395,1740
395,569
395,557
395,555
395,518
395,496
395,427
396,1536
396,1179
397,1487
397,1313
397,527
397,505
397,474
397,461
398,471
398,436
398,417
398,414
400,645
400,558
400,460
400,416
402,503
403,591
403,446
404,1679
404,478
404,475
405,1777
405,559
405,557
405,504
409,559
409,475
409,432
410,556
412,1630
412,1446
412,680
412,587
412,570
412,553
414,1492
414,488
415,461
416,566
416,545
417,930
417,614
417,449
418,507
419,1679
419,560
419,446
420,1848
420,1645
420,526
420,496
420,495
420,438
420,423
421,452
422,563
422,423
423,1349
423,1179
423,629
425,641
425,591
425,538
425,452
426,533
426,497
426,430
427,559
428,1620
428,1616
428,555
429,547
430,1128
430,637
430,506
430,463
431,1374
431,1179
431,569
432,511
432,435
433,543
434,1425
434,651
434,641
434,435
436,584
436,558
438,557
438,518
439,1320
439,516
439,508
439,446
440,517
440,515
442,567
442,445
444,1677
444,1320
444,525
445,526
446,1549
446,1358
446,587
446,542
446,526
446,500
451,614
451,510
451,456
452,676
452,458
455,547
455,521
455,493
456,606
456,554
456,504
456,482
458,487
459,554
460,1313
460,644
460,565
460,555
460,541
460,519
461,1514
463,1514
463,561
463,512
465,671
465,536
465,479
466,568
470,510
471,683
473,559
473,522
473,514
473,507
473,493
475,1455
475,1212
475,1094
475,1086
475,965
477,504
481,506
482,1740
482,1142
482,504
482,492
483,1647
483,1526
483,1290
483,1268
483,1226
483,1060
483,975
483,663
483,556
483,548
484,1863
484,1717
484,1509
484,1472
484,962
484,939
484,540
487,1606
489,614
490,528
491,542
492,1744
492,570
492,512
494,1740
494,1645
494,500
495,569
495,504
496,1870
496,1595
496,1113
497,1740
497,962
497,547
500,523
502,669
502,606
502,604
502,580
502,559
502,557
503,1673
503,614
503,508
506,1332
506,565
507,1645
507,542
508,525
511,563
511,548
513,1912
513,1881
513,1543
515,1595
515,1025
515,669
515,651
517,1786
517,1396
517,1357
517,1314
517,1296
517,555
518,1070
520,1425
520,1349
520,546
521,547
522,528
523,556
524,1679
524,556
524,548
525,1357
526,1867
526,1793
526,1692
526,1611
526,1543
526,1522
526,1517
526,1472
526,1422
526,1183
526,1143
526,1095
527,547
528,533
533,544
536,1574
537,544
538,1647
538,1396
538,1183
538,1102
540,561
542,1512
542,634
543,544
544,1692
546,567
546,565
546,556
548,1320
553,1320
553,1179
553,1095
553,1025
553,655
553,604
557,559
560,1870
560,580
561,936
561,590
563,1803
563,1738
563,1645
566,1706
566,1408
566,1188
566,1074
566,934
567,1574
574,666
574,623
580,1785
580,948
580,604
582,628
588,626
589,653
590,630
591,1616
591,1237
596,1898
596,1766
596,1617
596,1330
596,1160
596,1113
596,671
601,1099
604,1512
604,1436
604,1204
606,1812
606,1801
606,1740
606,1713
606,1332
606,1267
606,1084
606,1032
606,903
611,666
617,672
617,622
619,626
625,666
629,1881
629,1080
629,1060
631,660
637,1879
637,1870
637,1823
637,1746
637,1668
637,1602
637,1583
637,1350
637,1344
637,1265
637,1078
637,1049
639,679
641,1898
641,1773
641,1526
641,1463
641,1314
641,1294
641,1128
641,1041
644,677
644,672
645,676
645,654
651,1631
651,1630
651,1455
651,1217
666,672
669,1677
669,1001
687,851
687,711
688,693
689,742
693,835
695,828
695,827
695,819
697,742
697,711
698,847
698,728
698,715
701,823
701,751
702,818
703,893
703,774
703,726
704,824
705,708
706,779
706,734
708,837
709,842
709,779
711,782
711,733
718,800
718,792
719,809
720,845
722,815
722,794
724,792
726,838
726,827
728,829
728,752
729,772
730,840
730,753
731,826
731,771
733,760
734,828
736,752
737,817
737,787
737,761
739,771
740,747
741,803
742,853
742,784
745,856
745,812
747,843
747,836
747,781
747,778
748,800
750,799
751,821
751,787
752,848
755,842
756,828
756,823
758,779
758,773
759,820
760,847
762,807
766,831
768,787
770,807
772,773
773,807
779,830
783,835
784,820
786,822
792,821
794,817
794,815
795,828
798,842
807,809
808,844
808,831
810,836
815,821
816,828
818,842
819,825
823,851
834,849
842,851
857,3948
862,3556
896,1514
896,917
897,1886
897,1864
897,1845
897,1800
897,1707
897,1662
897,1561
897,1528
897,1153
897,1091
897,1075
897,1068
897,1004
897,946
897,906
898,1703
898,1508
899,1471
900,1751
900,1328
902,1751
902,1661
902,1286
903,1595
903,1531
905,1725
905,1371
905,1052
906,1809
906,1683
906,1669
906,997
907,1185
907,930
908,1678
908,1676
909,1196
912,1629
913,1613
913,1580
913,1391
913,1278
914,1536
915,1339
916,1844
916,1772
916,1600
916,1542
916,1527
916,1447
916,1334
917,1884
917,1827
917,1704
917,1647
917,1355
917,1306
917,1062
917,1041
917,940
917,934
919,1595
919,1438
919,1051
920,1877
920,1754
920,1538
920,1420
920,1399
921,1846
921,1721
921,1437
921,1288
921,1256
921,1207
921,1184
921,1172
921,1054
921,1028
922,1833
922,1810
922,1619
922,1570
922,1471
922,1365
922,1112
924,1770
924,1167
924,1032
925,1843
925,1821
925,1779
925,1535
925,1391
925,1388
925,1351
925,1160
925,1117
925,1028
925,983
925,952
926,1795
926,1789
926,1768
926,1620
926,1460
926,1199
926,1184
926,1146
927,1852
927,1842
927,1810
927,1710
927,1596
927,1391
927,1074
930,1658
931,1844
932,1868
932,1724
932,1707
932,1597
932,1542
932,1431
932,1393
933,1859
933,1636
933,1303
933,1227
934,1898
934,1734
934,1600
934,1335
934,1149
934,1101
934,953
935,1540
935,1357
935,1315
935,1258
935,989
936,1565
936,976
936,948
939,1372
940,1052
940,1051
941,1906
941,1859
941,1591
941,1100
941,1007
942,1859
942,1587
942,1322
942,1190
943,1188
944,1482
944,1168
944,1106
944,994
946,1779
946,1703
946,1605
946,1334
946,1318
946,1271
946,959
947,1826
947,1791
947,1737
947,1544
947,1529
947,1518
947,1437
947,1393
947,1153
947,1117
947,980
947,952
948,1853
949,1320
949,1248
949,1183
949,1147
949,1037
951,1909
951,1813
952,1710
952,1632
952,1609
952,1528
952,1524
952,1416
952,1305
952,1285
952,1219
952,980
953,1886
953,1608
953,1543
953,1416
953,1329
953,1278
953,1175
953,1140
953,1080
953,1048
954,1907
954,1773
954,1381
954,1366
954,1322
954,1093
954,1067
957,1884
957,1871
957,1703
957,1541
957,1473
957,1332
957,1019
958,1784
958,1378
958,1314
959,1902
959,1849
959,1712
959,1517
959,1117
959,1076
959,982
960,1813
960,1768
960,1750
960,1658
960,1620
960,1220
961,1178
962,1428
962,1373
962,1099
964,1630
964,1343
965,1170
966,1597
966,1553
966,1535
966,1480
966,1435
967,1639
967,1600
